mapping_id,status,event_name,proposition,polymarket_market_id,polymarket_slug,polymarket_yes_token_id,polymarket_no_token_id,polymarket_yes_outcome,polymarket_no_outcome,kalshi_ticker,draw_handling,extra_time_handling,penalties_handling,settlement_notes,reviewer,reviewed_at,notes
2026-travelers-championship-winner-justin-thomas-win__kxpgatour-trav26-jtho,approved,PGA Tour: Travelers Championship Winner,Justin Thomas,0x86659bcb316828bfe2ac0b0819bbfd02e913b465113b7e00772860ecf840f72c,2026-travelers-championship-winner-justin-thomas-win,67184864015923714990321070757659338327829676230818668198768342014662396024079,6843951810601956487291797334440434041573573372434120792004826477232674473465,Yes,No,KXPGATOUR-TRAV26-JTHO,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-jj-spaun-win__kxpgatour-trav26-jspa,approved,PGA Tour: Travelers Championship Winner,J.J. Spaun,0x9530bebf098192730935469edd78ca3206d03ff0403fb2cb89ad7eeb95419020,2026-travelers-championship-winner-jj-spaun-win,73745902622421320112568038564522766237254473308285732101934947235455802775358,65704286143672412360935229967960635017795219286175407982981679772055423264151,Yes,No,KXPGATOUR-TRAV26-JSPA,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-sam-stevens-win__kxpgatour-trav26-sste,approved,PGA Tour: Travelers Championship Winner,Sam Stevens,0xcea1113b3e74b9585c3886d3bb0fbbffebe8c2ae7727892243fc6e6b90f5c30e,2026-travelers-championship-winner-sam-stevens-win,100537760448192190073194071404434636131519588332527610688494163684098613842186,63028379934866982466149552375475758870420438083090712831835108528331890072836,Yes,No,KXPGATOUR-TRAV26-SSTE,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-sepp-straka-win__kxpgatour-trav26-sstr,approved,PGA Tour: Travelers Championship Winner,Sepp Straka,0xbe7fd2a771e93349191ee1cc8653ac234d9b9486507adb3533dcc255724749b7,2026-travelers-championship-winner-sepp-straka-win,113119574018835409295492851356081110878736040515403593153618597500669579385808,76248723521545337855686017326076875923841130349213626946366243379225567881700,Yes,No,KXPGATOUR-TRAV26-SSTR,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-jackson-suber-win__kxpgatour-trav26-jsub,approved,PGA Tour: Travelers Championship Winner,Jackson Suber,0x1aa3228cd49c24b94b448b7deb90d5b222dc63ae4d50c324a3eca4cb65624f64,2026-travelers-championship-winner-jackson-suber-win,69471279192578893413765951403503692930539888944418622809508221771053441072451,114954170185135240579530321911940442393865685830150033407914664719585788300283,Yes,No,KXPGATOUR-TRAV26-JSUB,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-nick-taylor-win__kxpgatour-trav26-ntay,approved,PGA Tour: Travelers Championship Winner,Nick Taylor,0xf54e037f737f9099e74323f175b12b8d38c462c42b004c9ba91efc42b8c2e9c8,2026-travelers-championship-winner-nick-taylor-win,79951367747900654652059795018590653342183898581389811844810902522020994403256,99095512726860233115760075715690612250080148496507418807619029627025813780065,Yes,No,KXPGATOUR-TRAV26-NTAY,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-sahith-theegala-win__kxpgatour-trav26-sthe,approved,PGA Tour: Travelers Championship Winner,Sahith Theegala,0xa8c0d080387f968752b4869c21a09b4733c0d0735c68cc357dd0a2f27cc618dc,2026-travelers-championship-winner-sahith-theegala-win,677058138358401619353864783541309126093304996366024514560974215041684815130,76987592198213103225810105086074132595688788101558368729521271257230472365868,Yes,No,KXPGATOUR-TRAV26-STHE,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-gary-woodland-win__kxpgatour-trav26-gwoo,approved,PGA Tour: Travelers Championship Winner,Gary Woodland,0xd377fc07e5509c6f32e4561a357b70c467eab0543abe8d24dd2ed4a81f49fd1c,2026-travelers-championship-winner-gary-woodland-win,7842235219338958494369511960162395529836654011743240244549308355549488989489,8272332675079513023350815931177682955519879682315009247309814652209620725561,Yes,No,KXPGATOUR-TRAV26-GWOO,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-ludvig-aberg-win__kxpgatour-trav26-labe,approved,PGA Tour: Travelers Championship Winner,Ludvig Aberg,0x452b39c8d28dc2c287c9ebb7597cbb495a46e48204cb71d875a1b9c5627cca6f,2026-travelers-championship-winner-ludvig-aberg-win,38661448243321404882158306502650474297029438914912720592911874091533272401979,103246553795686844331119522511888266702880035410961313884183997396845577903194,Yes,No,KXPGATOUR-TRAV26-LABE,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-daniel-berger-win__kxpgatour-trav26-dber,approved,PGA Tour: Travelers Championship Winner,Daniel Berger,0xd1ad6689c73c878f862710b3c2f0b37c7c0737d6daa1f7a9bd4bf12b3054007a,2026-travelers-championship-winner-daniel-berger-win,58587399374412190883616674446331283580228557866899342579095346230809837253264,112435463054977179870641717359730996268888092621921470432783614816340180907499,Yes,No,KXPGATOUR-TRAV26-DBER,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-akshay-bhatia-win__kxpgatour-trav26-abha,approved,PGA Tour: Travelers Championship Winner,Akshay Bhatia,0x022254c7afa3024f16a7dca8ce6b41ca3330fa3c8b208ec3acf0bceeaa69afb0,2026-travelers-championship-winner-akshay-bhatia-win,52367321381518946336602580583383955509143031744548239003998675970116036143088,66532735909065125149885288003483973061368915976916781832679572128213982747334,Yes,No,KXPGATOUR-TRAV26-ABHA,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-keegan-bradley-win__kxpgatour-trav26-kbra,approved,PGA Tour: Travelers Championship Winner,Keegan Bradley,0xb506eda7c7fdc5dd6b666725545868542aa53cb0fa3f11596600dc1183935d9b,2026-travelers-championship-winner-keegan-bradley-win,97141330176247465061948634621658949438408747035463090163366585935428095561790,36017795353636127047641324874683179423140926705153665542528513955306155565372,Yes,No,KXPGATOUR-TRAV26-KBRA,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-jacob-bridgeman-win__kxpgatour-trav26-jbri,approved,PGA Tour: Travelers Championship Winner,Jacob Bridgeman,0xc3e815a9b2dcb90d756d2bd2c7a7f3e1daeaa8f790524cd3e4e13eac5159804a,2026-travelers-championship-winner-jacob-bridgeman-win,23155377494767349273547346125163690418477657562506282132452012425304273987068,75687328904245233689544138444186774293018409306545584585755925319353419399559,Yes,No,KXPGATOUR-TRAV26-JBRI,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-ryan-fox-win__kxpgatour-trav26-rfox,approved,PGA Tour: Travelers Championship Winner,Ryan Fox,0x38eca739285cb6f36b4a3939f357bbf3455ab2af886004764441326c2feb91ff,2026-travelers-championship-winner-ryan-fox-win,80998561173781954329228256072810455666654294096365899761459425111865779271775,51770274429590975537044979201386007421743278437361412993311157293831502277814,Yes,No,KXPGATOUR-TRAV26-RFOX,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-ryan-gerard-win__kxpgatour-trav26-rger,approved,PGA Tour: Travelers Championship Winner,Ryan Gerard,0x857480f6902acd1104225b87db5a532ba797fd7a51241f334fe5fc15fa3b25f3,2026-travelers-championship-winner-ryan-gerard-win,11703239964101957390466687539101888532034845334664936232007586384090553521309,78257316019338953762727982071684031501296483543759490698921124056187033583308,Yes,No,KXPGATOUR-TRAV26-RGER,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-lucas-glover-win__kxpgatour-trav26-lglo,approved,PGA Tour: Travelers Championship Winner,Lucas Glover,0xbe7fa8156118128aed61ecb51a0321b72587bc268b0ddca85e11863a2ab1e57c,2026-travelers-championship-winner-lucas-glover-win,67343908353274952862610211857689519324520388410381237797106641659113464424706,91078530906550224901992658291103628916443833845248474880581601553787786516054,Yes,No,KXPGATOUR-TRAV26-LGLO,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-chris-gotterup-win__kxpgatour-trav26-cgot,approved,PGA Tour: Travelers Championship Winner,Chris Gotterup,0xb4cc9b72c227dc732a1d9fe9591f13956e5c1095aa708112760c0df5f347a716,2026-travelers-championship-winner-chris-gotterup-win,26801602656798508325085908155550384159598780780706058818840890886365614235722,49364430272078114808328652992279943159605737801360655612537876816679341273809,Yes,No,KXPGATOUR-TRAV26-CGOT,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-ben-griffin-win__kxpgatour-trav26-bgri,approved,PGA Tour: Travelers Championship Winner,Ben Griffin,0x27788fa22030c88b185b9adce7e97d12610f4cf7809c05154467b44f6dddf033,2026-travelers-championship-winner-ben-griffin-win,2611486224376282650180838115188454734694892038353754912100023353680155309748,58435730446007439354738307346051188326564244928207544156617687855478643312048,Yes,No,KXPGATOUR-TRAV26-BGRI,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-harry-hall-win__kxpgatour-trav26-hhal,approved,PGA Tour: Travelers Championship Winner,Harry Hall,0xb4f3224b2e740954101be75437382bc7b2568299f1493b29e9e2bc67495d3e67,2026-travelers-championship-winner-harry-hall-win,2721473654929734439745284438659415791775350226981325141209805648686460240016,83952892565534601994022898079675877735112560850475610112001027712357526450780,Yes,No,KXPGATOUR-TRAV26-HHAL,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-nicolai-hojgaard-win__kxpgatour-trav26-nhoj,approved,PGA Tour: Travelers Championship Winner,Nicolai Hojgaard,0x7942d585d57617da2ecc6a7ca68b88c98dca6a9efc854e9c26a95495c7e73259,2026-travelers-championship-winner-nicolai-hojgaard-win,59605397394642759117963187244386126444042438052540257246779756002572153286154,98562765474882837534506662961902412699392310059856470395011389285721939256193,Yes,No,KXPGATOUR-TRAV26-NHOJ,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-viktor-hovland-win__kxpgatour-trav26-vhov,approved,PGA Tour: Travelers Championship Winner,Viktor Hovland,0x73ec66e0677146750cbdc180de184dfaed297294c143d32bb35f0d99d8dda534,2026-travelers-championship-winner-viktor-hovland-win,83121461564637786645604100237453534198660908874997662669324165070624881593463,25720706706230399961519655489265362373327194877931479574137258472342252329518,Yes,No,KXPGATOUR-TRAV26-VHOV,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-mark-hubbard-win__kxpgatour-trav26-mhub,approved,PGA Tour: Travelers Championship Winner,Mark Hubbard,0x699ca6aabd6f65f894e4f40a7111df262c931af035ebc5cbc5a28b74e7e8de6f,2026-travelers-championship-winner-mark-hubbard-win,72215650336565663428705129250564226671651339721656812380361352969854946808434,49644283386152613355681264126605576280220633619850082769372036232239341086197,Yes,No,KXPGATOUR-TRAV26-MHUB,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-sung-jae-im-win__kxpgatour-trav26-sim,approved,PGA Tour: Travelers Championship Winner,Sung-Jae Im,0x79986be582f48969cf6fdab465ccd023005384062cdd2a7bb2a90fafecd8b502,2026-travelers-championship-winner-sung-jae-im-win,29834560518142391645368146606474735463811374056133217989116107562762711337511,87635091656133689995049756714753662678698432073721562505620026963292029117731,Yes,No,KXPGATOUR-TRAV26-SIM,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-michael-kim-win__kxpgatour-trav26-mkim,approved,PGA Tour: Travelers Championship Winner,Michael Kim,0xe179f237034c0e593b0efd4e46dc9820e79ac53ba2c6f5e14529c6f16dc32ab4,2026-travelers-championship-winner-michael-kim-win,10243624917741882709835764269348355061396914436931841502041444974546584585623,113800164987840783199717028631372031342596914780405637991116747054703652836393,Yes,No,KXPGATOUR-TRAV26-MKIM,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-hideki-matsuyama-win__kxpgatour-trav26-hmat,approved,PGA Tour: Travelers Championship Winner,Hideki Matsuyama,0x1139e725ce5eaef51783ce5fab4ea8e8652ace3448b87d110725c1921ef7db8a,2026-travelers-championship-winner-hideki-matsuyama-win,59580435477818506453921354929109795584513362732039485345337282041504251592584,4392559944711926912418476645433285481797495651644353100449003440143055261852,Yes,No,KXPGATOUR-TRAV26-HMAT,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-denny-mccarthy-win__kxpgatour-trav26-dmcc,approved,PGA Tour: Travelers Championship Winner,Denny McCarthy,0xe5da99acf095ca7be744a9469565e3b9ef1ae8b546aac73d249c30ec3eba9cbf,2026-travelers-championship-winner-denny-mccarthy-win,34502136617759713823766776816524733210990794026851689436182413762711114520263,28812640940445702558887029613226393389842206201596313427252833599788875300656,Yes,No,KXPGATOUR-TRAV26-DMCC,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-matt-mccarty-win__kxpgatour-trav26-mmcc,approved,PGA Tour: Travelers Championship Winner,Matt McCarty,0x12b9bb049c6db7cf42b7862b705078405ad7aa16a28688d60705cdef2c1c7f65,2026-travelers-championship-winner-matt-mccarty-win,58944646519200273399597383373992196543173790708327724501571845469227021485883,29960108053957535894731791340330897480316920879497748156646060226463722937252,Yes,No,KXPGATOUR-TRAV26-MMCC,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-taylor-pendrith-win__kxpgatour-trav26-tpen,approved,PGA Tour: Travelers Championship Winner,Taylor Pendrith,0x75d93b5a03f3fe28c5c8fc2aa4ecad2afa5b78290609aa55cf5405fad37f7699,2026-travelers-championship-winner-taylor-pendrith-win,24455526982658936899445552343637276925448859915551471256314650066502889569947,3573940715204644583148165840113245711309521070264083926596925845682946214287,Yes,No,KXPGATOUR-TRAV26-TPEN,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-justin-rose-win__kxpgatour-trav26-jros,approved,PGA Tour: Travelers Championship Winner,Justin Rose,0x7520dfa41ea8a86af10673fb631966c2e1d7670bf998486476690a601c049a8c,2026-travelers-championship-winner-justin-rose-win,28439724865705927298114066060811259596003356524904454796909428317093120435934,101274640860516751636176819305266725117480711183774997585643636278043105612892,Yes,No,KXPGATOUR-TRAV26-JROS,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-xander-schauffele-win__kxpgatour-trav26-xsch,approved,PGA Tour: Travelers Championship Winner,Xander Schauffele,0xa4799c3d43aa98a54283d9159b52ed3dd07a15f5ba94fd2b65f1d1deb94ff6c6,2026-travelers-championship-winner-xander-schauffele-win,84229436710966806519263064149355651771717624246088317570684987720985310785364,73364939778233166099384869522269274472611838767620371408198781701080926704698,Yes,No,KXPGATOUR-TRAV26-XSCH,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-scottie-scheffler-win__kxpgatour-trav26-ssch,approved,PGA Tour: Travelers Championship Winner,Scottie Scheffler,0x66be1b32646d35188ba39539cde8ce6f95570c5fad91fadd03f1c8916ff1d5e6,2026-travelers-championship-winner-scottie-scheffler-win,21669477520499758116771587433900695373626642775561603458295072115502895242726,77576625159295643487991208268118250584751369226716360003741168913724899551955,Yes,No,KXPGATOUR-TRAV26-SSCH,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-adam-scott-win__kxpgatour-trav26-asco,approved,PGA Tour: Travelers Championship Winner,Adam Scott,0x945dc21ccce8c7f669b9f32a8658104b2c417f7ddc1fe5eec2262f3d72403516,2026-travelers-championship-winner-adam-scott-win,19282563561924441961399226852380833614955042675980861325540405759190847312425,33298116562941928845124900184556023819569802076452245975267206657197323052439,Yes,No,KXPGATOUR-TRAV26-ASCO,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-jordan-spieth-win__kxpgatour-trav26-jspi,approved,PGA Tour: Travelers Championship Winner,Jordan Spieth,0x9b4eb050efec18bb8e3408e4f6a99ac1abd2d4d5cc426a6e15765bccfbf939aa,2026-travelers-championship-winner-jordan-spieth-win,77656636408579785910852700429098340835376735664854317179394901881187582158933,60889262473597250403304833688916232578908609714531729915053338436275513959438,Yes,No,KXPGATOUR-TRAV26-JSPI,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-jhonattan-vegas-win__kxpgatour-trav26-jveg,approved,PGA Tour: Travelers Championship Winner,Jhonattan Vegas,0x34ac9ef71868dfd8eedb34f6aaff5c6e010b2de004184e02c6f426bf2af98210,2026-travelers-championship-winner-jhonattan-vegas-win,10453561416168393604406175687655924776569747997770372904630491221846967489359,104517142372072837969122323537938946321066362690865622372197429356664056282079,Yes,No,KXPGATOUR-TRAV26-JVEG,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-cameron-young-win__kxpgatour-trav26-came,approved,PGA Tour: Travelers Championship Winner,Cameron Young,0x37316c55c7ad7895c6d3ccf8d678b9489b06a91cbe2d3ccfde21c36ca35a19ea,2026-travelers-championship-winner-cameron-young-win,98842341023430104396480603394734530777929738194746529705842898176331103921264,44096400630329844002787226280804322179832598766163262449700199146038952395394,Yes,No,KXPGATOUR-TRAV26-CAME,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
2026-travelers-championship-winner-keith-mitchell-win__kxpgatour-trav26-kmit,approved,PGA Tour: Travelers Championship Winner,Keith Mitchell,0x20a290926aafef5dd9bb89a71293db120d574ecb6a2dd2d7172a1de481acff4a,2026-travelers-championship-winner-keith-mitchell-win,4702462138099724986252657136499426379469798286640023471563495306021875330591,74466284621643821858942689079978084442686021023928684871200078833489551978420,Yes,No,KXPGATOUR-TRAV26-KMIT,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,"Approved monitoring pair: per-player winner contract for the same PGA Tour Travelers Championship event; re-check field, dead-heat, and void rules before trading.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; golf tournament winner
val-t1a-soswee-2026-06-26__kxvalorantgame-26jun260100sost1a-t1a,approved,T1 Academy vs So:sweet (BO3) - VCL Korea: Regular Season,T1 Academy to win in regular time,0xb0d00d2b2d04949d869a6b395dba504b82d7bb84e1566213651081bbf3d4f5fb,val-t1a-soswee-2026-06-26,47559038365539647063136359551717711494416499457385979011253910322388412862449,61842762564820735625043332112956717982639564400789502649238683500312644433221,Yes,No,KXVALORANTGAME-26JUN260100SOST1A-T1A,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved monitoring pair: full Valorant match winner on both venues; Polymarket map winner, totals, and handicap props are excluded.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; esports full-match winner
val-t1a-soswee-2026-06-26__kxvalorantgame-26jun260100sost1a-sos,approved,T1 Academy vs So:sweet (BO3) - VCL Korea: Regular Season,So:sweet to win in regular time,0xb0d00d2b2d04949d869a6b395dba504b82d7bb84e1566213651081bbf3d4f5fb,val-t1a-soswee-2026-06-26,61842762564820735625043332112956717982639564400789502649238683500312644433221,47559038365539647063136359551717711494416499457385979011253910322388412862449,Yes,No,KXVALORANTGAME-26JUN260100SOST1A-SOS,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved monitoring pair: full Valorant match winner on both venues; Polymarket map winner, totals, and handicap props are excluded.",codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; esports full-match winner
